281	7	834	Matt Pokora
282	7	809	Alanis Morissette
283	7	773	Keri Hilson
284	7	753	Hilary Duff
285	7	741	Haley James Scott
286	7	719	Fergie
287	7	674	Jonas Brothers
288	7	667	Ashanti
289	7	646	The Saturdays
290	7	605	Cobra Starship
291	7	599	Ashley Tisdale
292	7	593	JoJo
293	7	587	Chris Brown
294	7	571	David Guetta
295	7	534	Justin Timberlake
296	7	527	T.I.
297	7	516	Kanye West
298	7	510	Kelly Rowland
299	7	498	Avril Lavigne
300	8	181	Dido
301	8	921	Lady Gaga
302	8	354	Duffy
303	8	235	Whitney Houston
304	8	479	Mariah Carey
305	8	581	Céline Dion
306	8	428	Rihanna
307	8	2258	Britney Spears
308	8	402	Kelly Clarkson
309	8	783	Christina Aguilera
310	8	1425	Beyoncé
311	8	1039	Sugababes
312	8	613	Lily Allen
313	8	347	Katy Perry
314	8	432	P!nk
315	8	353	Natasha Bedingfield
316	8	578	The Saturdays
317	8	6291	No Angels
318	8	2396	Sandy
319	8	1735	Vanessa Petruo
320	8	1407	Alexander
321	8	963	Queensberry
322	8	819	Fady Maalouf
323	8	800	Cher
324	8	794	Barbara Schöneberger
325	8	753	Colbie Caillat
326	8	588	Annett Louisan
327	8	553	Taylor Swift
328	8	527	Nadja Benaissa
329	8	520	Lena
330	8	505	Cassandra Steen
331	8	504	Wir sind Helden
332	8	494	The Pussycat Dolls
333	8	494	Monrose
334	8	456	Gabrielle
335	8	417	Cheryl Cole
336	8	400	Milow
337	8	389	Sarah Connor
338	8	361	Jason Mraz
339	8	350	Brad Paisley
340	8	345	Silbermond
341	8	280	Diyana
342	8	277	Maria Mena
343	8	257	Shania Twain
344	8	253	Jennifer Chung
345	8	229	A Fine Frenzy
346	8	185	Lucylicious
347	8	178	Sugarland
348	8	177	Christina Stürmer
349	8	173	Jack Johnson
350	9	587	DIR EN GREY
351	9	2396	BIG BANG
352	9	1444	김종국
353	9	1158	2PM
354	9	1113	Katatonia
355	9	1103	Skillet
356	9	1069	モンゴル800
357	9	729	Jay Park
358	9	708	宇多田ヒカル
359	9	630	浜崎あゆみ
360	9	629	UVERworld
361	9	609	Linkin Park
362	9	590	Evanescence
363	9	558	中島美嘉
364	9	556	Blackmore's Night
365	9	556	C.N.BLUE
366	9	533	BUCK-TICK
367	9	521	Bad Religion
368	9	510	Fairuz
369	9	467	T.M.Revolution
370	9	465	Cascada
371	9	430	TRAX
372	9	411	B2ST
373	9	403	Enya
374	9	381	GACKT
375	9	367	Sinamore
376	9	364	Remi Bandali
377	9	357	Super Junior
378	9	345	山下智久
379	9	319	NEWS
380	9	307	L'Arc~en~Ciel
381	9	307	雅-MIYAVI-
382	9	306	www.DjFahad.com
383	9	292	嵐
384	9	290	2NE1
385	9	289	RENTRER EN SOI
386	9	280	3mmey
387	9	273	The All-American Rejects
388	9	273	백지영
389	9	267	The Rasmus
390	9	260	HYDE
391	9	249	Akira Yamaoka
392	9	249	Crossfade
393	9	242	G-Dragon
394	9	241	GD&TOP
395	9	237	Chinese mix
396	9	236	blink-182
397	9	234	After School
398	9	229	Wasted Land
399	9	228	Laith Al-Deen
400	10	177	Radiohead
401	10	225	The Cure
402	10	1137	Beirut
403	10	1386	Arcade Fire
404	10	306	Gogol Bordello
405	10	310	Babyshambles
406	10	761	Death Cab for Cutie
407	10	189	M. Ward
408	10	1297	Interpol
409	10	279	Kings of Leon
410	10	992	The Killers
411	10	3132	The National
412	10	1584	Cordel do Fogo Encantado
413	10	1056	Sigur Rós
414	10	1029	Tokyo Police Club
415	10	1023	The Kills
416	10	956	Móveis Coloniais de Acaju
417	10	878	Mombojó
418	10	845	Bat for Lashes
419	10	797	The Strokes
420	10	729	Yeah Yeah Yeahs
421	10	603	Rilo Kiley
422	10	583	The Cribs
423	10	578	The Libertines
424	10	573	The Smiths
425	10	560	Kate Nash
426	10	546	Wolf Parade
427	10	527	Klaxons
428	10	483	Broken Social Scene
429	10	455	Spoon
430	10	367	Black Lips
431	10	317	The Smashing Pumpkins
432	10	315	She & Him
433	10	308	O Teatro Mágico
434	10	291	Los Hermanos
435	10	247	Animal Collective
436	10	238	Joy Division
437	10	235	The Tallest Man on Earth
438	10	229	The Rakes
439	10	208	múm
440	10	204	Bon Iver
441	10	199	Ra Ra Riot
442	10	189	Manu Chao
443	10	178	Art Brut
444	10	177	Poney Express
445	10	173	She Wants Revenge
446	10	169	Local Natives
447	10	165	Mundo Livre S/A
448	10	161	Silverchair
449	10	157	Jónsi
450	11	229	Madonna
451	11	3384	Lady Gaga
452	11	1007	Michael Jackson
453	11	329	Green Day
454	11	370	Nirvana
455	11	749	Rihanna
456	11	3851	Britney Spears
457	11	555	Christina Aguilera
458	11	264	Leona Lewis
459	11	521	Beyoncé
460	11	347	Katy Perry
461	11	306	Alicia Keys
462	11	1031	David Archuleta
463	11	249	Black Eyed Peas
464	11	298	Ashley Tisdale
465	11	337	Chris Brown
466	11	553	Justin Timberlake
467	11	243	Taylor Swift
468	11	341	The Pussycat Dolls
469	11	4416	Backstreet Boys
470	11	1951	Jesse McCartney
471	11	1788	Aaron Carter
472	11	1708	Justin Bieber
473	11	1567	*NSYNC
474	11	1531	Noize MC
475	11	1500	Miley Cyrus
476	11	1318	Blue
477	11	1235	Savage Garden
478	11	1117	3OH!3
479	11	1006	Jessica Simpson
480	11	956	Ke$ha
481	11	793	Darren Hayes
482	11	719	Usher
483	11	552	Nick Carter
484	11	548	nevershoutnever!
485	11	537	Metro Station
486	11	514	3 Doors Down
487	11	441	Dream Street
488	11	425	Craig David
489	11	424	Eminem
490	11	337	M. Pokora
491	11	336	Daniel Merriweather
492	11	329	ВИА Гра
493	11	321	Westlife
494	11	314	Guf
495	11	293	Simple Plan
496	11	251	Jeremih
497	11	247	Centr
498	11	244	Ne-Yo
499	11	238	Kelis
500	12	2144	Depeche Mode
501	12	2976	Poets of the Fall
502	12	4259	OneRepublic
503	12	2110	Green Day
504	12	3072	Rihanna
505	12	1064	Katy Perry
506	12	23961	Avril Lavigne
507	12	5489	Taylor Swift
508	12	59695	Linkin Park
509	12	31617	Evanescence
510	12	1034	The Rasmus
511	12	1600	Akira Yamaoka
512	12	1485	Ke$ha
513	12	24097	30 Seconds to Mars
514	12	7867	The Birthday Massacre
515	12	7425	Three Days Grace
516	12	7399	Limp Bizkit
517	12	4527	Seether
518	12	3837	Fort Minor
519	12	3823	Funeral for a Friend
520	12	3727	Lostprophets
521	12	3648	Finch
522	12	3526	This Beautiful Republic
523	12	3407	Cold
524	12	3226	Papa Roach
525	12	3134	Paramore
526	12	3080	Flyleaf
527	12	2471	Bullet for My Valentine
528	12	2378	Angels & Airwaves
529	12	2303	LaFee
530	12	1714	In Flames
531	12	1646	HIM
532	12	1596	Digital Summer
533	12	1591	Anathema
534	12	1547	Saosin
535	12	1495	Tracktor Bowling
536	12	1434	Pitchshifter
537	12	1341	P.O.D.
538	12	1278	U2
539	12	1260	Deftones
540	12	1250	Traff!c
541	12	1227	Ill Niño
542	12	1222	Clan of Xymox
543	12	1183	Celldweller
544	12	1177	Korn
545	12	1001	Within Temptation
546	12	982	Static-X
547	12	953	Fluke
548	12	939	happysad
549	12	927	Lacrimosa
550	13	6	Kylie Minogue
551	13	9	Madonna
552	13	3967	Lady Gaga
553	13	6	Placebo
554	13	6	Kings of Leon
555	13	4	Christina Aguilera
556	13	2	Beyoncé
557	13	16	Lily Allen
558	13	4	Jennifer Lopez
559	13	2	Katy Perry
560	13	9	P!nk
561	13	17	Nelly Furtado
562	13	4	Alanis Morissette
563	13	2	Hilary Duff
564	13	3	Ashley Tisdale
565	13	12	David Guetta
566	13	38	Avril Lavigne
567	13	2	Taylor Swift
568	13	3	The Pussycat Dolls
569	13	2	Cheryl Cole
570	13	2	Evanescence
571	13	3	Miley Cyrus
572	13	4	Ke$ha
573	13	6	Paramore
574	13	10	Lindsay Lohan
575	13	8	Jeffree Star
576	13	6	Gwen Stefani
577	13	6	La Roux
578	13	4	Lil' Wayne
579	13	4	Pixie Lott
580	13	3	Paul van Dyk
581	13	3	Alphabeat
582	13	3	Taio Cruz
583	13	3	Little Boots
584	13	2	Oasis
585	13	2	No Doubt
586	13	2	Sophie Ellis-Bextor
587	13	2	Good Charlotte
588	13	2	The Used
589	13	2	Maroon 5
590	13	2	Gossip
591	13	2	Fall Out Boy
592	13	2	Space Cowboy
593	13	2	Pitty
594	13	2	Nicole Scherzinger
595	13	2	Adam Lambert
596	13	2	Flo Rida
597	13	2	The Ting Tings
598	13	2	Kid Cudi
599	13	2	Ellie Goulding
600	14	1259	The Sonics
601	14	908	The Fleshtones
602	14	850	The Satelliters
603	14	849	The Barracudas
604	14	843	The Staggers
605	14	834	The Kinks
606	14	831	The Swingin' Neckbreakers
607	14	812	The Strollers
608	14	809	The Fuzztones
609	14	772	The Maharajas
610	14	768	Southern Culture on the Skids
611	14	765	The Woggles
612	14	724	The Untamed Youth
613	14	710	The Who
614	14	706	Small Faces
615	14	676	Mahalia Jackson
616	14	674	Howlin' Wolf
617	14	671	Jackie Wilson
618	14	670	Sam Cooke
619	14	665	The Vice Barons
620	14	656	Otis Redding
621	14	655	Little Richard
622	14	654	LaVern Baker
623	14	653	Ray Charles
624	14	653	The Detroit Cobras
625	14	650	Big Mama Thornton
626	14	648	Aretha Franklin
627	14	646	Marvin Gaye
628	14	645	Ruth Brown
629	14	638	James Brown
630	14	635	Big Maybelle
631	14	634	Muddy Waters
632	14	634	Elmore James
633	14	633	Sonny Boy Williamson
634	14	632	John Lee Hooker
635	14	632	The Isley Brothers
636	14	631	Chuck Berry
637	14	627	Professor Longhair
638	14	621	Sister Rosetta Tharpe
639	14	619	Big Joe Turner
640	14	619	Andre Williams
641	14	618	Louis Prima
642	14	612	Charles Aznavour
643	14	610	Ennio Morricone
644	14	610	Renato Carosone
645	14	609	The Pretty Things
646	14	607	The Titty Twisters Orchestra
647	14	602	The Montesas
648	14	601	The Easybeats
649	14	601	The Gruesomes
650	15	242	Sade
651	15	751	Radiohead
652	15	297	The Cure
653	15	599	Tom Waits
654	15	352	Blur
655	15	477	Andrew Bird
656	15	242	Bob Dylan
657	15	253	Jeff Buckley
658	15	246	Man Man
659	15	235	Modest Mouse
660	15	747	The Beatles
661	15	464	Nine Inch Nails
662	15	247	Erykah Badu
663	15	366	The Smiths
664	15	740	U2
665	15	1141	David Bowie
666	15	835	le bowl
667	15	557	Prince
668	15	546	Iron & Wine
669	15	484	Aphex Twin
670	15	484	Kings of Convenience
671	15	470	Beastie Boys
672	15	466	José González
673	15	443	Jethro Tull
674	15	412	Tortoise
675	15	407	Nick Drake
676	15	404	Miles Davis
677	15	404	The Sea and Cake
678	15	380	Talking Heads
679	15	373	John Coltrane
680	15	351	Pearl Jam
681	15	350	Elliott Smith
682	15	346	Squarepusher
683	15	341	The Roots
684	15	340	Belle and Sebastian
685	15	337	A Tribe Called Quest
686	15	328	Pulp
687	15	306	The Album Leaf
688	15	302	Sufjan Stevens
689	15	295	Clogs
690	15	294	Great Lake Swimmers
691	15	279	Thelonious Monk
692	15	261	A.A. Bondy
693	15	258	Saint Etienne
694	15	255	Andrew York
695	15	251	of Montreal
696	15	230	Neil Young
697	15	226	Einstürzende Neubauten
698	15	226	Explosions in the Sky
699	15	223	Ornette Coleman
700	16	849	Lady Gaga
701	16	459	Enrique Iglesias
702	16	264	Lena
703	16	154	Cascada
704	16	251	Little Boots
705	16	889	Μιχάλης Χατζηγιάννης
706	16	750	Teen Angels
707	16	617	Ivi Adamou
708	16	502	Helena Paparizou
709	16	487	Kalomoira
710	16	457	Milan Stanković
711	16	392	Άννα Βισση
712	16	391	Laura Pausini
713	16	389	Banghra
714	16	367	Nikolas Metaxas
715	16	366	Inna
716	16	311	Stavento
717	16	308	RBD
718	16	307	Eleftheria Eleftheriou
719	16	292	Antonis Remos
720	16	257	D'Nash
721	16	251	Giorgos Papadopoulos
722	16	250	Funky G
723	16	231	Hadise
724	16	228	Watch Tower Bible and Tract Society of PA
725	16	217	Onirama
726	16	217	Jessy Matador
727	16	214	Master Tempo
728	16	209	Paolo Meneguzzi
729	16	195	Floricienta
730	16	190	Erreway
731	16	174	Dima Bilan
732	16	167	Stromae
733	16	166	Tamta
734	16	165	Sakis Rouvas
735	16	153	Karolina
736	16	150	Giannis Ploutarxos
737	16	149	Chanée & N'evergreen
738	16	148	Evridiki
739	16	147	Mando
740	16	147	Eric Saade
741	16	146	Safura
742	16	144	Alkistis Protopsalti
743	16	144	Denise Rosenthal
744	16	143	Christos Dantis
745	16	141	Darin
746	16	141	Despoina Olympiou
747	16	139	Yohanna
748	16	139	Kostas Martakis
749	16	137	Soulthrow
750	17	242	Daft Punk
751	17	303	Madonna
752	17	1255	Lady Gaga
753	17	610	The Killers
754	17	120	Green Day
755	17	129	Rihanna
756	17	118	Britney Spears
757	17	110	Christina Aguilera
758	17	215	Lily Allen
759	17	1089	Katy Perry
760	17	144	Black Eyed Peas
761	17	306	Cobra Starship
762	17	219	Ashley Tisdale
763	17	1804	Taylor Swift
764	17	101	The All-American Rejects
765	17	984	Miley Cyrus
766	17	266	3OH!3
767	17	925	Ke$ha
768	17	1544	Paramore
769	17	104	La Roux
770	17	321	Pixie Lott
771	17	188	Maroon 5
772	17	426	Adam Lambert
773	17	1446	Ellie Goulding
774	17	14436	Glee Cast
775	17	891	The Veronicas
776	17	879	Demi Lovato
777	17	651	Lights
778	17	474	John Mayer
779	17	462	American Idiot Cast
780	17	381	Nick Jonas & The Administration
781	17	373	Selena Gomez & the Scene
782	17	370	All Time Low
783	17	338	Honor Society
784	17	270	Florence + the Machine
785	17	243	Marina & the Diamonds
786	17	208	Owl City
787	17	190	Mitchel Musso
788	17	188	Hey Monday
789	17	187	Darren Criss
790	17	172	Push Play
791	17	170	The Pierces
792	17	168	Sia
793	17	146	Duncan Sheik & Steven Sater
794	17	121	Esmée Denters
795	17	116	Boyce Avenue
796	17	115	Shakira
797	17	109	Ester Dean
798	17	107	The xx
799	17	105	The Pretty Reckless
800	18	186	Daft Punk
801	18	234	Coldplay
802	18	401	Dido
803	18	404	Depeche Mode
804	18	258	Gorillaz
805	18	230	Pink Floyd
806	18	332	Infected Mushroom
807	18	544	Muse
808	18	623	Red Hot Chili Peppers
809	18	630	The Beatles
810	18	400	Green Day
811	18	204	Evanescence
812	18	393	Enya
813	18	496	U2
814	18	576	Oasis
815	18	2187	Engenheiros do Hawaii
816	18	853	AC/DC
817	18	838	Metallica
818	18	682	Capital Inicial
819	18	660	The White Stripes
820	18	646	Black Label Society
821	18	603	Mark Knopfler
822	18	518	Dire Straits
823	18	500	Gotthard
824	18	427	Legião Urbana
825	18	426	R.E.M.
826	18	409	Kaiser Chiefs
827	18	363	Electric Light Orchestra
828	18	359	Johnny Cash
829	18	359	Orishas
830	18	318	Social Distortion
831	18	298	Wim Mertens
832	18	283	ATB
833	18	277	Buena Vista Social Club
834	18	246	Ozzy Osbourne
835	18	245	Titãs
836	18	241	Apocalyptica
837	18	240	Era
838	18	236	Eric Clapton
839	18	232	Sacred Spirit
840	18	222	Eagles
841	18	219	1200 Micrograms
842	18	216	Alice Cooper
843	18	215	John Lennon
844	18	197	Bruce Springsteen
845	18	192	The Rolling Stones
846	18	181	Eliades Ochoa
847	18	171	Trans-Siberian Orchestra
848	18	171	DJ Tiësto
849	18	170	Lulu Santos
850	20	108	Daft Punk
851	20	111	Gorillaz
852	20	987	Aidan Baker
853	20	119	Pink Floyd
854	20	118	Ленинград
855	20	154	HIM
856	20	290	Deftones
857	20	483	Nadja
858	20	375	Autechre
859	20	304	Aidan Baker & thisquietarmy
860	20	285	Salem
861	20	274	Carbon Based Lifeforms
862	20	268	Boards of Canada
863	20	261	Casino Versus Japan
864	20	245	Bill Withers
865	20	242	Jesu
866	20	239	Boris
867	20	202	Secede
868	20	185	Maximum the Hormone
869	20	174	65daysofstatic
870	20	171	Arovane
871	20	167	Crystal Castles
872	20	162	Психея
873	20	160	#####
874	20	156	LAKE R▲DIO
875	20	149	Asian Dub Foundation
876	20	141	the Chemodan
877	20	137	Mono
878	20	133	16 Horsepower
879	20	130	Multiplex
880	20	129	Ben Frost
881	20	124	Gridlock
882	20	122	Enter Shikari
883	20	120	Isis
884	20	116	HORSE the band
885	20	113	Lazzich
886	20	108	Proem
887	20	108	electronicmicroanimal
888	20	103	Mooncake
889	20	102	Gastón Arévalo
890	20	100	sokpb avabodha
891	20	99	The Crystal Method
892	20	99	Ochre
893	20	99	Bring Me The Horizon
894	20	98	Gimmik
895	20	98	Fail Emotions
896	20	97	Solar Fields
897	20	96	Digitonal
898	20	96	Jackson and His Computer Band
899	20	95	Fear Factory
900	21	4097	Kylie Minogue
901	21	219	Madonna
902	21	110	Dido
903	21	406	Lady Gaga
904	21	474	Rihanna
905	21	4620	Britney Spears
906	21	437	Christina Aguilera
907	21	599	Ashlee Simpson
908	21	152	Beyoncé
909	21	149	Lily Allen
910	21	516	Jennifer Lopez
911	21	252	Katy Perry
912	21	118	P!nk
913	21	138	Black Eyed Peas
914	21	187	Nelly Furtado
915	21	215	Hilary Duff
916	21	202	Ashley Tisdale
917	21	116	Cheryl Cole
918	21	436	Miley Cyrus
919	21	122	Jessica Simpson
920	21	222	Ke$ha
921	21	432	M. Pokora
922	21	186	Lindsay Lohan
923	21	188	Taio Cruz
924	21	1953	Sophie Ellis-Bextor
925	21	210	Nicole Scherzinger
926	21	180	Dima Bilan
927	21	220	Darin
928	21	159	Glee Cast
929	21	118	Demi Lovato
930	21	764	Selena Gomez & the Scene
931	21	732	Shakira
932	21	734	Mandy Moore
933	21	426	Paulina Rubio
934	21	424	Fey
935	21	400	Dannii Minogue
936	21	369	Belinda
937	21	271	Marie Serneholt
938	21	263	Thalía
939	21	228	Hannah Montana
940	21	215	A*Teens
941	21	183	Gloria Trevi
942	21	178	Anna Carina
943	21	164	Emily Osment
944	21	145	Geri Halliwell
945	21	127	Junior Caldera feat Sophie Ellis Bextor
946	21	120	Atomic Kitten
947	21	120	5ive
948	21	99	Anahí
949	21	98	Five
950	22	677	blink-182
951	22	6257	In Flames
952	22	939	Ill Niño
953	22	3804	Darkest Hour
954	22	2548	Parkway Drive
955	22	2501	Soilwork
956	22	2352	Crematory
957	22	2334	Rise Against
958	22	2301	The Black Dahlia Murder
959	22	2160	All That Remains
960	22	2153	Sonic Syndicate
961	22	1833	Dark Tranquillity
962	22	1742	As I Lay Dying
963	22	1627	Caliban
964	22	1451	Killswitch Engage
965	22	1401	A Day to Remember
966	22	1284	Corpus Christi
967	22	1190	36 Crazyfists
968	22	1190	Avatar
969	22	1158	At the Gates
970	22	1044	Amon Amarth
971	22	1032	Evading Downfall
972	22	999	August Burns Red
973	22	945	Ensiferum
974	22	902	Whitechapel
975	22	866	Divine Heresy
976	22	858	Ignite
977	22	770	From a Second Story Window
978	22	759	It Prevails
979	22	743	Atreyu
980	22	731	Emmure
981	22	702	I Killed the Prom Queen
982	22	685	Suffokate
983	22	684	Five Finger Death Punch
984	22	676	Scar Symmetry
985	22	635	Butterfly Coma
986	22	634	Eluveitie
987	22	627	Debeli Precjednik
988	22	615	All Shall Perish
989	22	609	Millencolin
990	22	602	Slayer
991	22	560	Despised Icon
992	22	553	Pantera
993	22	543	Pain Confessor
994	22	539	The Dillinger Escape Plan
995	22	538	Lamb of God
996	22	534	The Mercury Arc
997	22	529	Ego Fall
998	22	523	Feed Her To The Sharks
999	22	505	Haste the Day
1000	23	212	Marilyn Manson
1001	23	1752	Depeche Mode
1002	23	330	Porcupine Tree
1003	23	401	The Cure
1004	23	124	Pink Floyd
1005	23	297	Paradise Lost
1006	23	112	Red Hot Chili Peppers
1007	23	292	Queens of the Stone Age
1008	23	143	The Beatles
1009	23	379	Nine Inch Nails
1010	23	117	The Kills
1011	23	242	The Smashing Pumpkins
1012	23	752	U2
1013	23	652	David Bowie
1014	23	131	Elliott Smith
1015	23	176	Metallica
1016	23	2897	Manic Street Preachers
1017	23	956	The Stranglers
1018	23	772	Therapy?
1019	23	508	Alice in Chains
1020	23	419	Jane's Addiction
1021	23	240	Soundgarden
1022	23	238	The Clash
1023	23	235	PJ Harvey
1024	23	226	Pixies
1025	23	217	Stone Temple Pilots
1026	23	215	Killing Joke
1027	23	210	Primal Scream
1028	23	200	The Velvet Underground
